Source,Target,Types,Weight
Eppenberg-Wöschnau,Linz Freinberg,BS C,1
Eppenberg-Wöschnau,Kremsmünster,BS C,1
Eppenberg-Wöschnau,Bruck an der Großglocknerstraße,BS C,1
Eppenberg-Wöschnau,Liefering,BS C,1
Eppenberg-Wöschnau,Georgenberg,BS C,1
Eppenberg-Wöschnau,Salzburg Stadt,BS C,1
Eppenberg-Wöschnau,Salzburg,BS C,1
Eppenberg-Wöschnau,Kleßheim,BS C,1
Eppenberg-Wöschnau,Třísov,BS C,1
Eppenberg-Wöschnau,Mainburg,BS C,1
Eppenberg-Wöschnau,Aholming,BS C,1
Eppenberg-Wöschnau,Oberpöring,BS C,1
Eppenberg-Wöschnau,Gilsenöd,BS C,1
Eppenberg-Wöschnau,Thundorf,BS C,1
Eppenberg-Wöschnau,Neuses an der Regnitz,BS C,1
Eppenberg-Wöschnau,Roggwil,BS C,1
Eppenberg-Wöschnau,Merklingen,BS C,1
Diessenhofen,Avenches,BS C,1
Diessenhofen,Baar,BS C,1
Diessenhofen,Rheinau,BS C,1
Diessenhofen,Stradonice Oppidum,BS C,1
Diessenhofen,Egglfing,BS C,1
Diessenhofen,Teisendorf,BS C,1
Diessenhofen,Altenburg-Rheinau,BS C,1
Diessenhofen,Manching,BS C,1
Diessenhofen,Dorfen Niederham,BS C,1
Diessenhofen,Karlstein,BS C,1
Diessenhofen,Linz Freinberg,BS C,1
Diessenhofen,Kremsmünster,BS C,1
Diessenhofen,Bruck an der Großglocknerstraße,BS C,1
Diessenhofen,Liefering,BS C,1
Diessenhofen,Georgenberg,BS C,1
Diessenhofen,Salzburg Stadt,BS C,1
Diessenhofen,Salzburg,BS C,1
Diessenhofen,Kleßheim,BS C,1
Diessenhofen,Třísov,BS C,1
Diessenhofen,Mainburg,BS C,1
Diessenhofen,Aholming,BS C,1
Diessenhofen,Oberpöring,BS C,1
Diessenhofen,Gilsenöd,BS C,1
Diessenhofen,Thundorf,BS C,1
Diessenhofen,Neuses an der Regnitz,BS C,1
Diessenhofen,Roggwil,BS C,1
Diessenhofen,Merklingen,BS C,1
Avenches,Baar,BS C,4
Avenches,Rheinau,BS C,5
Avenches,Stradonice Oppidum,BS C,5
Avenches,Egglfing,BS C,5
Avenches,Teisendorf,BS C,5
Avenches,Altenburg-Rheinau,BS C,5
Avenches,Manching,BS C,5
Avenches,Dorfen Niederham,BS C,1
Avenches,Karlstein,BS C,3
Avenches,Linz Freinberg,BS C,1
Avenches,Kremsmünster,BS C,1
Avenches,Bruck an der Großglocknerstraße,BS C,2
Avenches,Liefering,BS C,1
Avenches,Georgenberg,BS C,1
Avenches,Salzburg Stadt,BS C,1
Avenches,Salzburg,BS C,5
Avenches,Kleßheim,BS C,1
Avenches,Třísov,BS C,2
Avenches,Mainburg,BS C,3
Avenches,Aholming,BS C,2
Avenches,Oberpöring,BS C,3
Avenches,Gilsenöd,BS C,1
Avenches,Thundorf,BS C,4
Avenches,Neuses an der Regnitz,BS C,5
Avenches,Roggwil,BS C,5
Avenches,Merklingen,BS C,5
Baar,Rheinau,BS C,4
Baar,Stradonice Oppidum,BS C,4
Baar,Egglfing,BS C,4
Baar,Teisendorf,BS C,4
Baar,Altenburg-Rheinau,BS C,4
Baar,Manching,BS C,4
Baar,Dorfen Niederham,BS C,1
Baar,Karlstein,BS C,3
Baar,Linz Freinberg,BS C,1
Baar,Kremsmünster,BS C,1
Baar,Bruck an der Großglocknerstraße,BS C,2
Baar,Liefering,BS C,1
Baar,Georgenberg,BS C,1
Baar,Salzburg Stadt,BS C,1
Baar,Salzburg,BS C,4
Baar,Kleßheim,BS C,1
Baar,Třísov,BS C,2
Baar,Mainburg,BS C,3
Baar,Aholming,BS C,2
Baar,Oberpöring,BS C,3
Baar,Gilsenöd,BS C,1
Baar,Thundorf,BS C,4
Baar,Neuses an der Regnitz,BS C,4
Baar,Roggwil,BS C,4
Baar,Merklingen,BS C,4
Rheinau,Stradonice Oppidum,BS C,25
Rheinau,Egglfing,BS C,27
Rheinau,Teisendorf,BS C,27
Rheinau,Altenburg-Rheinau,BS C,27
Rheinau,Manching,BS C,27
Rheinau,Dorfen Niederham,BS C,1
Rheinau,Karlstein,BS C,3
Rheinau,Linz Freinberg,BS C,1
Rheinau,Kremsmünster,BS C,1
Rheinau,Bruck an der Großglocknerstraße,BS C,2
Rheinau,Liefering,BS C,1
Rheinau,Georgenberg,BS C,1
Rheinau,Salzburg Stadt,BS C,1
Rheinau,Salzburg,BS C,15
Rheinau,Kleßheim,BS C,1
Rheinau,Třísov,BS C,2
Rheinau,Mainburg,BS C,3
Rheinau,Aholming,BS C,2
Rheinau,Oberpöring,BS C,3
Rheinau,Gilsenöd,BS C,1
Rheinau,Thundorf,BS C,4
Rheinau,Neuses an der Regnitz,BS C,27
Rheinau,Roggwil,BS C,27
Rheinau,Merklingen,BS C,22
Stradonice Oppidum,Egglfing,BS C,25
Stradonice Oppidum,Teisendorf,BS C,25
Stradonice Oppidum,Altenburg-Rheinau,BS C,25
Stradonice Oppidum,Manching,BS C,25
Stradonice Oppidum,Dorfen Niederham,BS C,1
Stradonice Oppidum,Karlstein,BS C,3
Stradonice Oppidum,Linz Freinberg,BS C,1
Stradonice Oppidum,Kremsmünster,BS C,1
Stradonice Oppidum,Bruck an der Großglocknerstraße,BS C,2
Stradonice Oppidum,Liefering,BS C,1
Stradonice Oppidum,Georgenberg,BS C,1
Stradonice Oppidum,Salzburg Stadt,BS C,1
Stradonice Oppidum,Salzburg,BS C,15
Stradonice Oppidum,Kleßheim,BS C,1
Stradonice Oppidum,Třísov,BS C,2
Stradonice Oppidum,Mainburg,BS C,3
Stradonice Oppidum,Aholming,BS C,2
Stradonice Oppidum,Oberpöring,BS C,3
Stradonice Oppidum,Gilsenöd,BS C,1
Stradonice Oppidum,Thundorf,BS C,4
Stradonice Oppidum,Neuses an der Regnitz,BS C,25
Stradonice Oppidum,Roggwil,BS C,25
Stradonice Oppidum,Merklingen,BS C,22
Egglfing,Teisendorf,BS C,39
Egglfing,Altenburg-Rheinau,BS C,39
Egglfing,Manching,BS C,39
Egglfing,Dorfen Niederham,BS C,1
Egglfing,Karlstein,BS C,3
Egglfing,Linz Freinberg,BS C,1
Egglfing,Kremsmünster,BS C,1
Egglfing,Bruck an der Großglocknerstraße,BS C,2
Egglfing,Liefering,BS C,1
Egglfing,Georgenberg,BS C,1
Egglfing,Salzburg Stadt,BS C,1
Egglfing,Salzburg,BS C,15
Egglfing,Kleßheim,BS C,1
Egglfing,Třísov,BS C,2
Egglfing,Mainburg,BS C,3
Egglfing,Aholming,BS C,2
Egglfing,Oberpöring,BS C,3
Egglfing,Gilsenöd,BS C,1
Egglfing,Thundorf,BS C,4
Egglfing,Neuses an der Regnitz,BS C,39
Egglfing,Roggwil,BS C,37
Egglfing,Merklingen,BS C,22
Teisendorf,Altenburg-Rheinau,BS C,68
Teisendorf,Manching,BS C,135
Teisendorf,Dorfen Niederham,BS C,1
Teisendorf,Karlstein,BS C,3
Teisendorf,Linz Freinberg,BS C,1
Teisendorf,Kremsmünster,BS C,1
Teisendorf,Bruck an der Großglocknerstraße,BS C,2
Teisendorf,Liefering,BS C,1
Teisendorf,Georgenberg,BS C,1
Teisendorf,Salzburg Stadt,BS C,1
Teisendorf,Salzburg,BS C,15
Teisendorf,Kleßheim,BS C,1
Teisendorf,Třísov,BS C,2
Teisendorf,Mainburg,BS C,3
Teisendorf,Aholming,BS C,2
Teisendorf,Oberpöring,BS C,3
Teisendorf,Gilsenöd,BS C,1
Teisendorf,Thundorf,BS C,4
Teisendorf,Neuses an der Regnitz,BS C,52
Teisendorf,Roggwil,BS C,37
Teisendorf,Merklingen,BS C,22
Altenburg-Rheinau,Manching,BS C,68
Altenburg-Rheinau,Dorfen Niederham,BS C,1
Altenburg-Rheinau,Karlstein,BS C,3
Altenburg-Rheinau,Linz Freinberg,BS C,1
Altenburg-Rheinau,Kremsmünster,BS C,1
Altenburg-Rheinau,Bruck an der Großglocknerstraße,BS C,2
Altenburg-Rheinau,Liefering,BS C,1
Altenburg-Rheinau,Georgenberg,BS C,1
Altenburg-Rheinau,Salzburg Stadt,BS C,1
Altenburg-Rheinau,Salzburg,BS C,15
Altenburg-Rheinau,Kleßheim,BS C,1
Altenburg-Rheinau,Třísov,BS C,2
Altenburg-Rheinau,Mainburg,BS C,3
Altenburg-Rheinau,Aholming,BS C,2
Altenburg-Rheinau,Oberpöring,BS C,3
Altenburg-Rheinau,Gilsenöd,BS C,1
Altenburg-Rheinau,Thundorf,BS C,4
Altenburg-Rheinau,Neuses an der Regnitz,BS C,52
Altenburg-Rheinau,Roggwil,BS C,37
Altenburg-Rheinau,Merklingen,BS C,22
Manching,Dorfen Niederham,BS C,1
Manching,Karlstein,BS C,3
Manching,Linz Freinberg,BS C,1
Manching,Kremsmünster,BS C,1
Manching,Bruck an der Großglocknerstraße,BS C,2
Manching,Liefering,BS C,1
Manching,Georgenberg,BS C,1
Manching,Salzburg Stadt,BS C,1
Manching,Salzburg,BS C,15
Manching,Kleßheim,BS C,1
Manching,Třísov,BS C,2
Manching,Mainburg,BS C,3
Manching,Aholming,BS C,2
Manching,Oberpöring,BS C,3
Manching,Gilsenöd,BS C,1
Manching,Thundorf,BS C,4
Manching,Neuses an der Regnitz,BS C,52
Manching,Roggwil,BS C,37
Manching,Merklingen,BS C,22
Dorfen Niederham,Karlstein,BS C,1
Dorfen Niederham,Linz Freinberg,BS C,1
Dorfen Niederham,Kremsmünster,BS C,1
Dorfen Niederham,Bruck an der Großglocknerstraße,BS C,1
Dorfen Niederham,Liefering,BS C,1
Dorfen Niederham,Georgenberg,BS C,1
Dorfen Niederham,Salzburg Stadt,BS C,1
Dorfen Niederham,Salzburg,BS C,1
Dorfen Niederham,Kleßheim,BS C,1
Dorfen Niederham,Třísov,BS C,1
Dorfen Niederham,Mainburg,BS C,1
Dorfen Niederham,Aholming,BS C,1
Dorfen Niederham,Oberpöring,BS C,1
Dorfen Niederham,Gilsenöd,BS C,1
Dorfen Niederham,Thundorf,BS C,1
Dorfen Niederham,Neuses an der Regnitz,BS C,1
Dorfen Niederham,Roggwil,BS C,1
Dorfen Niederham,Merklingen,BS C,1
Karlstein,Linz Freinberg,BS C,1
Karlstein,Kremsmünster,BS C,1
Karlstein,Bruck an der Großglocknerstraße,BS C,2
Karlstein,Liefering,BS C,1
Karlstein,Georgenberg,BS C,1
Karlstein,Salzburg Stadt,BS C,1
Karlstein,Salzburg,BS C,3
Karlstein,Kleßheim,BS C,1
Karlstein,Třísov,BS C,2
Karlstein,Mainburg,BS C,3
Karlstein,Aholming,BS C,2
Karlstein,Oberpöring,BS C,3
Karlstein,Gilsenöd,BS C,1
Karlstein,Thundorf,BS C,3
Karlstein,Neuses an der Regnitz,BS C,3
Karlstein,Roggwil,BS C,3
Karlstein,Merklingen,BS C,3
Linz Freinberg,Kremsmünster,BS C,1
Linz Freinberg,Bruck an der Großglocknerstraße,BS C,1
Linz Freinberg,Liefering,BS C,1
Linz Freinberg,Georgenberg,BS C,1
Linz Freinberg,Salzburg Stadt,BS C,1
Linz Freinberg,Salzburg,BS C,1
Linz Freinberg,Kleßheim,BS C,1
Linz Freinberg,Třísov,BS C,1
Linz Freinberg,Mainburg,BS C,1
Linz Freinberg,Aholming,BS C,1
Linz Freinberg,Oberpöring,BS C,1
Linz Freinberg,Gilsenöd,BS C,1
Linz Freinberg,Thundorf,BS C,1
Linz Freinberg,Neuses an der Regnitz,BS C,1
Linz Freinberg,Roggwil,BS C,1
Linz Freinberg,Merklingen,BS C,1
Kremsmünster,Bruck an der Großglocknerstraße,BS C,1
Kremsmünster,Liefering,BS C,1
Kremsmünster,Georgenberg,BS C,1
Kremsmünster,Salzburg Stadt,BS C,1
Kremsmünster,Salzburg,BS C,1
Kremsmünster,Kleßheim,BS C,1
Kremsmünster,Třísov,BS C,1
Kremsmünster,Mainburg,BS C,1
Kremsmünster,Aholming,BS C,1
Kremsmünster,Oberpöring,BS C,1
Kremsmünster,Gilsenöd,BS C,1
Kremsmünster,Thundorf,BS C,1
Kremsmünster,Neuses an der Regnitz,BS C,1
Kremsmünster,Roggwil,BS C,1
Kremsmünster,Merklingen,BS C,1
Bruck an der Großglocknerstraße,Liefering,BS C,1
Bruck an der Großglocknerstraße,Georgenberg,BS C,1
Bruck an der Großglocknerstraße,Salzburg Stadt,BS C,1
Bruck an der Großglocknerstraße,Salzburg,BS C,2
Bruck an der Großglocknerstraße,Kleßheim,BS C,1
Bruck an der Großglocknerstraße,Třísov,BS C,2
Bruck an der Großglocknerstraße,Mainburg,BS C,2
Bruck an der Großglocknerstraße,Aholming,BS C,2
Bruck an der Großglocknerstraße,Oberpöring,BS C,2
Bruck an der Großglocknerstraße,Gilsenöd,BS C,1
Bruck an der Großglocknerstraße,Thundorf,BS C,2
Bruck an der Großglocknerstraße,Neuses an der Regnitz,BS C,2
Bruck an der Großglocknerstraße,Roggwil,BS C,2
Bruck an der Großglocknerstraße,Merklingen,BS C,2
Liefering,Georgenberg,BS C,1
Liefering,Salzburg Stadt,BS C,1
Liefering,Salzburg,BS C,1
Liefering,Kleßheim,BS C,1
Liefering,Třísov,BS C,1
Liefering,Mainburg,BS C,1
Liefering,Aholming,BS C,1
Liefering,Oberpöring,BS C,1
Liefering,Gilsenöd,BS C,1
Liefering,Thundorf,BS C,1
Liefering,Neuses an der Regnitz,BS C,1
Liefering,Roggwil,BS C,1
Liefering,Merklingen,BS C,1
Georgenberg,Salzburg Stadt,BS C,1
Georgenberg,Salzburg,BS C,1
Georgenberg,Kleßheim,BS C,1
Georgenberg,Třísov,BS C,1
Georgenberg,Mainburg,BS C,1
Georgenberg,Aholming,BS C,1
Georgenberg,Oberpöring,BS C,1
Georgenberg,Gilsenöd,BS C,1
Georgenberg,Thundorf,BS C,1
Georgenberg,Neuses an der Regnitz,BS C,1
Georgenberg,Roggwil,BS C,1
Georgenberg,Merklingen,BS C,1
Salzburg Stadt,Salzburg,BS C,1
Salzburg Stadt,Kleßheim,BS C,1
Salzburg Stadt,Třísov,BS C,1
Salzburg Stadt,Mainburg,BS C,1
Salzburg Stadt,Aholming,BS C,1
Salzburg Stadt,Oberpöring,BS C,1
Salzburg Stadt,Gilsenöd,BS C,1
Salzburg Stadt,Thundorf,BS C,1
Salzburg Stadt,Neuses an der Regnitz,BS C,1
Salzburg Stadt,Roggwil,BS C,1
Salzburg Stadt,Merklingen,BS C,1
Salzburg,Kleßheim,BS C,1
Salzburg,Třísov,BS C,2
Salzburg,Mainburg,BS C,3
Salzburg,Aholming,BS C,2
Salzburg,Oberpöring,BS C,3
Salzburg,Gilsenöd,BS C,1
Salzburg,Thundorf,BS C,4
Salzburg,Neuses an der Regnitz,BS C,15
Salzburg,Roggwil,BS C,15
Salzburg,Merklingen,BS C,15
Kleßheim,Třísov,BS C,1
Kleßheim,Mainburg,BS C,1
Kleßheim,Aholming,BS C,1
Kleßheim,Oberpöring,BS C,1
Kleßheim,Gilsenöd,BS C,1
Kleßheim,Thundorf,BS C,1
Kleßheim,Neuses an der Regnitz,BS C,1
Kleßheim,Roggwil,BS C,1
Kleßheim,Merklingen,BS C,1
Třísov,Mainburg,BS C,2
Třísov,Aholming,BS C,2
Třísov,Oberpöring,BS C,2
Třísov,Gilsenöd,BS C,1
Třísov,Thundorf,BS C,2
Třísov,Neuses an der Regnitz,BS C,2
Třísov,Roggwil,BS C,2
Třísov,Merklingen,BS C,2
Mainburg,Aholming,BS C,2
Mainburg,Oberpöring,BS C,3
Mainburg,Gilsenöd,BS C,1
Mainburg,Thundorf,BS C,3
Mainburg,Neuses an der Regnitz,BS C,3
Mainburg,Roggwil,BS C,3
Mainburg,Merklingen,BS C,3
Aholming,Oberpöring,BS C,2
Aholming,Gilsenöd,BS C,1
